,geo_value,geo_type,value,time_value
208,356,hrr,523.8854816,2021-02-21
209,357,hrr,531.6679651,2021-02-21
210,358,hrr,96.5006093,2021-02-21
211,359,hrr,28.6396505,2021-02-21
212,360,hrr,47.0920663,2021-02-21
213,362,hrr,32.7796893,2021-02-21
214,363,hrr,81.5096821,2021-02-21
273,445,hrr,62.7812915,2021-02-21
14,113,hrr,322.6827042,2021-02-22
152,285,hrr,330.1465096,2021-02-22
159,296,hrr,57.690539,2021-02-22
161,299,hrr,280.3583006,2021-02-22
162,300,hrr,50.8098925,2021-02-22
192,335,hrr,99.0999162,2021-02-22
201,346,hrr,193.0346139,2021-02-22
202,347,hrr,27.3130958,2021-02-22
203,350,hrr,84.1548331,2021-02-22
204,351,hrr,93.1934817,2021-02-22
205,352,hrr,102.0536634,2021-02-22
206,354,hrr,14.0427754,2021-02-22
207,355,hrr,125.1872903,2021-02-22
208,356,hrr,614.6809854,2021-02-22
209,357,hrr,247.5666659,2021-02-22
210,358,hrr,103.9064778,2021-02-22
211,359,hrr,14.2776411,2021-02-22
212,360,hrr,35.8285293,2021-02-22
213,362,hrr,27.4128434,2021-02-22
214,363,hrr,45.5662987,2021-02-22
273,445,hrr,46.824837,2021-02-22
14,113,hrr,333.1129013,2021-02-23
152,285,hrr,357.0636391,2021-02-23
159,296,hrr,70.1837998,2021-02-23
161,299,hrr,268.1346174,2021-02-23
162,300,hrr,58.3287736,2021-02-23
192,335,hrr,169.365749,2021-02-23
201,346,hrr,384.0955303,2021-02-23
202,347,hrr,59.0494748,2021-02-23
203,350,hrr,124.3544712,2021-02-23
204,351,hrr,129.3236888,2021-02-23
205,352,hrr,280.2075621,2021-02-23
206,354,hrr,50.1323878,2021-02-23
207,355,hrr,177.5939564,2021-02-23
208,356,hrr,809.7666744,2021-02-23
209,357,hrr,684.014419,2021-02-23
210,358,hrr,124.7997984,2021-02-23
211,359,hrr,50.8153171,2021-02-23
212,360,hrr,61.7259476,2021-02-23
213,362,hrr,35.0191757,2021-02-23
214,363,hrr,103.6518108,2021-02-23
273,445,hrr,65.7098764,2021-02-23
14,113,hrr,393.0012898,2021-02-24
152,285,hrr,282.9668629,2021-02-24
159,296,hrr,115.4511085,2021-02-24
161,299,hrr,287.6595144,2021-02-24
162,300,hrr,43.3203873,2021-02-24
192,335,hrr,94.4557653,2021-02-24
201,346,hrr,324.7320275,2021-02-24
202,347,hrr,44.3924541,2021-02-24
203,350,hrr,172.5213462,2021-02-24
204,351,hrr,107.3616231,2021-02-24
205,352,hrr,234.5435577,2021-02-24
206,354,hrr,26.8151152,2021-02-24
207,355,hrr,178.7335441,2021-02-24
208,356,hrr,904.4325716,2021-02-24
209,357,hrr,525.6575894,2021-02-24
210,358,hrr,150.9698997,2021-02-24
211,359,hrr,34.7630187,2021-02-24
212,360,hrr,73.412087,2021-02-24
213,362,hrr,61.4100266,2021-02-24
214,363,hrr,109.3456969,2021-02-24
273,445,hrr,49.6432348,2021-02-24
14,113,hrr,559.3946402,2021-02-25
152,285,hrr,338.7747248,2021-02-25
159,296,hrr,154.0169916,2021-02-25
161,299,hrr,494.273204,2021-02-25
162,300,hrr,65.1934316,2021-02-25
192,335,hrr,100.8117667,2021-02-25
201,346,hrr,290.9917759,2021-02-25
202,347,hrr,30.8170746,2021-02-25
203,350,hrr,127.7613338,2021-02-25
204,351,hrr,135.7466798,2021-02-25
205,352,hrr,169.8850381,2021-02-25
206,354,hrr,27.013072,2021-02-25
207,355,hrr,147.0964868,2021-02-25
208,356,hrr,992.1972478,2021-02-25
209,357,hrr,458.8337285,2021-02-25
210,358,hrr,99.53994,2021-02-25
211,359,hrr,39.4922253,2021-02-25
212,360,hrr,62.0124766,2021-02-25
213,362,hrr,51.371961,2021-02-25
214,363,hrr,76.9940573,2021-02-25
273,445,hrr,123.8080735,2021-02-25
14,113,hrr,497.9117473,2021-02-26
152,285,hrr,406.764481,2021-02-26
159,296,hrr,142.4857255,2021-02-26
161,299,hrr,344.8966994,2021-02-26
162,300,hrr,51.2628346,2021-02-26
192,335,hrr,107.7752819,2021-02-26
201,346,hrr,422.093843,2021-02-26
202,347,hrr,58.0476729,2021-02-26
203,350,hrr,289.526405,2021-02-26
204,351,hrr,137.2426812,2021-02-26
205,352,hrr,301.9387495,2021-02-26
206,354,hrr,48.2337085,2021-02-26
207,355,hrr,160.9002287,2021-02-26
208,356,hrr,994.2414191,2021-02-26
209,357,hrr,764.1967307,2021-02-26
210,358,hrr,140.8818762,2021-02-26
211,359,hrr,33.6298658,2021-02-26
212,360,hrr,106.6119283,2021-02-26
213,362,hrr,65.4361634,2021-02-26
214,363,hrr,117.5568457,2021-02-26
273,445,hrr,82.7784512,2021-02-26
14,113,hrr,496.068791,2021-02-27
152,285,hrr,518.9756715,2021-02-27
159,296,hrr,141.3803875,2021-02-27
161,299,hrr,378.7245328,2021-02-27
162,300,hrr,48.4206413,2021-02-27
192,335,hrr,87.3123224,2021-02-27
201,346,hrr,331.5731536,2021-02-27
202,347,hrr,45.8943879,2021-02-27
203,350,hrr,180.4786261,2021-02-27
204,351,hrr,172.6301448,2021-02-27
205,352,hrr,565.7705971,2021-02-27
206,354,hrr,37.9568336,2021-02-27
207,355,hrr,217.0276826,2021-02-27
208,356,hrr,1118.0383355,2021-02-27
209,357,hrr,684.3615046,2021-02-27
210,358,hrr,131.5743302,2021-02-27
211,359,hrr,37.1662122,2021-02-27
212,360,hrr,84.4955467,2021-02-27
213,362,hrr,44.4470018,2021-02-27
214,363,hrr,105.3698476,2021-02-27
273,445,hrr,92.0766053,2021-02-27
14,113,hrr,401.4240793,2021-02-28
152,285,hrr,262.021603,2021-02-28
159,296,hrr,137.0068156,2021-02-28
161,299,hrr,359.1210419,2021-02-28
162,300,hrr,53.9327705,2021-02-28
192,335,hrr,57.8095905,2021-02-28
201,346,hrr,212.3742646,2021-02-28
202,347,hrr,36.6754493,2021-02-28
203,350,hrr,143.3589739,2021-02-28
204,351,hrr,92.3700179,2021-02-28
205,352,hrr,133.7009103,2021-02-28
206,354,hrr,5.0070048,2021-02-28
207,355,hrr,117.6975724,2021-02-28
208,356,hrr,648.7936586,2021-02-28
209,357,hrr,352.8568727,2021-02-28
210,358,hrr,100.8337152,2021-02-28
211,359,hrr,16.5473365,2021-02-28
212,360,hrr,49.4631337,2021-02-28
213,362,hrr,36.5572598,2021-02-28
214,363,hrr,74.81408,2021-02-28
273,445,hrr,74.420892,2021-02-28
14,113,hrr,298.051815,2021-03-01
152,285,hrr,361.4616192,2021-03-01
159,296,hrr,45.0164262,2021-03-01
161,299,hrr,257.7349364,2021-03-01
162,300,hrr,23.9222315,2021-03-01
192,335,hrr,99.9809703,2021-03-01
201,346,hrr,193.7553627,2021-03-01
202,347,hrr,32.365218,2021-03-01
203,350,hrr,72.5053618,2021-03-01
204,351,hrr,99.291899,2021-03-01
205,352,hrr,112.4414182,2021-03-01
206,354,hrr,17.678616,2021-03-01
207,355,hrr,105.3458263,2021-03-01
208,356,hrr,677.9529672,2021-03-01
209,357,hrr,394.1696724,2021-03-01
210,358,hrr,66.5311692,2021-03-01
211,359,hrr,16.0830894,2021-03-01
212,360,hrr,50.4702068,2021-03-01
213,362,hrr,21.7848066,2021-03-01
214,363,hrr,63.9091233,2021-03-01
273,445,hrr,56.1833356,2021-03-01
14,113,hrr,275.9241484,2021-03-02
152,285,hrr,352.8992519,2021-03-02
159,296,hrr,61.0992715,2021-03-02
161,299,hrr,208.6947428,2021-03-02
162,300,hrr,32.4954894,2021-03-02
192,335,hrr,84.0451223,2021-03-02
201,346,hrr,343.4092089,2021-03-02
202,347,hrr,56.464024,2021-03-02
203,350,hrr,100.1521506,2021-03-02
204,351,hrr,143.3561505,2021-03-02
205,352,hrr,222.7084708,2021-03-02
206,354,hrr,36.4213754,2021-03-02
207,355,hrr,129.3755571,2021-03-02
208,356,hrr,941.8412111,2021-03-02
209,357,hrr,474.3581982,2021-03-02
210,358,hrr,130.3212037,2021-03-02
211,359,hrr,20.1857473,2021-03-02
212,360,hrr,68.4484717,2021-03-02
213,362,hrr,31.0081559,2021-03-02
214,363,hrr,68.0146977,2021-03-02
273,445,hrr,39.6416938,2021-03-02
14,113,hrr,338.2383782,2021-03-03
152,285,hrr,353.5903968,2021-03-03
159,296,hrr,145.4650698,2021-03-03
161,299,hrr,289.1264389,2021-03-03
162,300,hrr,37.9959104,2021-03-03
192,335,hrr,118.0869371,2021-03-03
201,346,hrr,351.4744829,2021-03-03
202,347,hrr,49.7105398,2021-03-03
203,350,hrr,158.7695698,2021-03-03
204,351,hrr,106.9497139,2021-03-03
205,352,hrr,223.2331035,2021-03-03
206,354,hrr,27.0347996,2021-03-03
207,355,hrr,180.446743,2021-03-03
208,356,hrr,842.7514156,2021-03-03
209,357,hrr,499.1996418,2021-03-03
210,358,hrr,124.3769563,2021-03-03
211,359,hrr,25.1428383,2021-03-03
212,360,hrr,85.1495487,2021-03-03
213,362,hrr,48.8807843,2021-03-03
214,363,hrr,93.3125748,2021-03-03
273,445,hrr,54.7799593,2021-03-03
14,113,hrr,504.056649,2021-03-04
152,285,hrr,350.6870749,2021-03-04
159,296,hrr,181.5742049,2021-03-04
161,299,hrr,336.6389379,2021-03-04
162,300,hrr,31.4414898,2021-03-04
192,335,hrr,106.9519681,2021-03-04
201,346,hrr,405.869669,2021-03-04
202,347,hrr,65.1357572,2021-03-04
203,350,hrr,140.8858251,2021-03-04
204,351,hrr,170.1622252,2021-03-04
205,352,hrr,240.4423746,2021-03-04
206,354,hrr,24.0230062,2021-03-04
207,355,hrr,210.2820952,2021-03-04
208,356,hrr,988.0333973,2021-03-04
209,357,hrr,625.287649,2021-03-04
210,358,hrr,248.2090704,2021-03-04
211,359,hrr,32.4369404,2021-03-04
212,360,hrr,75.0408475,2021-03-04
213,362,hrr,61.8297551,2021-03-04
214,363,hrr,119.762768,2021-03-04
273,445,hrr,74.2589365,2021-03-04
14,113,hrr,399.0236103,2021-03-05
152,285,hrr,497.6462153,2021-03-05
159,296,hrr,155.4137442,2021-03-05
161,299,hrr,385.1179072,2021-03-05
162,300,hrr,52.7075429,2021-03-05
192,335,hrr,72.3800279,2021-03-05
201,346,hrr,274.5938183,2021-03-05
202,347,hrr,101.2870267,2021-03-05
203,350,hrr,138.6178362,2021-03-05
204,351,hrr,110.7880223,2021-03-05
205,352,hrr,216.264397,2021-03-05
206,354,hrr,22.1483854,2021-03-05
207,355,hrr,155.2758719,2021-03-05
208,356,hrr,909.5241523,2021-03-05
209,357,hrr,577.369157,2021-03-05
210,358,hrr,118.0337934,2021-03-05
211,359,hrr,33.9550161,2021-03-05
212,360,hrr,64.9112934,2021-03-05
213,362,hrr,49.9255227,2021-03-05
214,363,hrr,110.2695779,2021-03-05
273,445,hrr,63.6214221,2021-03-05
14,113,hrr,423.4928538,2021-03-06
152,285,hrr,488.0046853,2021-03-06
159,296,hrr,165.2862363,2021-03-06
161,299,hrr,351.8063612,2021-03-06
162,300,hrr,47.7826868,2021-03-06
192,335,hrr,79.1469017,2021-03-06
201,346,hrr,350.7141968,2021-03-06
202,347,hrr,62.9000921,2021-03-06
203,350,hrr,115.7748648,2021-03-06
204,351,hrr,87.1537944,2021-03-06
205,352,hrr,237.3941073,2021-03-06
206,354,hrr,38.2457138,2021-03-06
207,355,hrr,182.9259916,2021-03-06
208,356,hrr,1062.8931419,2021-03-06
209,357,hrr,528.0085451,2021-03-06
210,358,hrr,164.7751078,2021-03-06
211,359,hrr,35.3022725,2021-03-06
212,360,hrr,79.3204191,2021-03-06
213,362,hrr,30.7382149,2021-03-06
214,363,hrr,95.9804376,2021-03-06
273,445,hrr,103.6357306,2021-03-06
14,113,hrr,395.9534767,2021-03-07
152,285,hrr,330.0721836,2021-03-07
159,296,hrr,118.401274,2021-03-07
161,299,hrr,293.1005664,2021-03-07
162,300,hrr,33.6099661,2021-03-07
192,335,hrr,34.3018585,2021-03-07
201,346,hrr,198.7077917,2021-03-07
202,347,hrr,32.2141624,2021-03-07
203,350,hrr,75.111246,2021-03-07
204,351,hrr,55.2701575,2021-03-07
205,352,hrr,150.294622,2021-03-07
206,354,hrr,17.7562961,2021-03-07
207,355,hrr,101.6811926,2021-03-07
208,356,hrr,552.2584953,2021-03-07
209,357,hrr,278.1886521,2021-03-07
210,358,hrr,80.3374511,2021-03-07
211,359,hrr,14.2894505,2021-03-07
212,360,hrr,34.3626614,2021-03-07
213,362,hrr,24.3629822,2021-03-07
214,363,hrr,69.3486291,2021-03-07
273,445,hrr,29.9453654,2021-03-07
14,113,hrr,376.74829,2021-03-08
152,285,hrr,295.9515417,2021-03-08
159,296,hrr,61.3825606,2021-03-08
161,299,hrr,228.373338,2021-03-08
162,300,hrr,38.7268873,2021-03-08
192,335,hrr,58.3128413,2021-03-08
201,346,hrr,152.0232167,2021-03-08
202,347,hrr,22.337751,2021-03-08
203,350,hrr,54.464954,2021-03-08
204,351,hrr,70.4779996,2021-03-08
205,352,hrr,115.8922658,2021-03-08
206,354,hrr,7.3630035,2021-03-08
207,355,hrr,83.1753939,2021-03-08
208,356,hrr,622.5366198,2021-03-08
209,357,hrr,256.6842727,2021-03-08
210,358,hrr,80.647027,2021-03-08
211,359,hrr,21.2576903,2021-03-08
212,360,hrr,45.0712553,2021-03-08
213,362,hrr,16.9573346,2021-03-08
214,363,hrr,47.2324455,2021-03-08
273,445,hrr,45.9051743,2021-03-08
14,113,hrr,523.1498459,2021-03-09
152,285,hrr,491.7876435,2021-03-09
159,296,hrr,70.1451904,2021-03-09
161,299,hrr,233.6709708,2021-03-09
162,300,hrr,30.6196333,2021-03-09
192,335,hrr,88.0218438,2021-03-09
201,346,hrr,317.8325746,2021-03-09
202,347,hrr,130.7841674,2021-03-09
203,350,hrr,129.2475418,2021-03-09
204,351,hrr,126.9863874,2021-03-09
205,352,hrr,249.692312,2021-03-09
206,354,hrr,77.3204987,2021-03-09
207,355,hrr,148.6568727,2021-03-09
208,356,hrr,1017.5447414,2021-03-09
209,357,hrr,723.7910881,2021-03-09
210,358,hrr,125.8943672,2021-03-09
211,359,hrr,21.7794014,2021-03-09
212,360,hrr,77.7888639,2021-03-09
213,362,hrr,57.6856445,2021-03-09
214,363,hrr,83.1290089,2021-03-09
273,445,hrr,50.3661496,2021-03-09
14,113,hrr,365.9311081,2021-03-10
152,285,hrr,432.4738922,2021-03-10
159,296,hrr,127.8334356,2021-03-10
161,299,hrr,250.4205232,2021-03-10
162,300,hrr,44.1961386,2021-03-10
192,335,hrr,70.2582689,2021-03-10
201,346,hrr,318.5234244,2021-03-10
202,347,hrr,68.5519345,2021-03-10
203,350,hrr,122.8332173,2021-03-10
204,351,hrr,200.7412946,2021-03-10
205,352,hrr,200.3535693,2021-03-10
206,354,hrr,23.4743784,2021-03-10
207,355,hrr,179.11097,2021-03-10
208,356,hrr,861.0697719,2021-03-10
209,357,hrr,531.7138195,2021-03-10
210,358,hrr,107.7249755,2021-03-10
211,359,hrr,25.2174121,2021-03-10
212,360,hrr,59.0499043,2021-03-10
213,362,hrr,36.8985603,2021-03-10
214,363,hrr,138.1574827,2021-03-10
273,445,hrr,63.7278693,2021-03-10
14,113,hrr,444.8421822,2021-03-11
152,285,hrr,466.2681007,2021-03-11
159,296,hrr,77.0292941,2021-03-11
161,299,hrr,291.7726742,2021-03-11
162,300,hrr,43.6122273,2021-03-11
192,335,hrr,73.335589,2021-03-11
201,346,hrr,378.692692,2021-03-11
202,347,hrr,52.2059772,2021-03-11
203,350,hrr,128.744646,2021-03-11
204,351,hrr,166.3970575,2021-03-11
205,352,hrr,222.9427577,2021-03-11
206,354,hrr,17.5319912,2021-03-11
207,355,hrr,157.9667429,2021-03-11
208,356,hrr,916.3643546,2021-03-11
209,357,hrr,542.3454485,2021-03-11
210,358,hrr,156.4854679,2021-03-11
211,359,hrr,29.5318842,2021-03-11
212,360,hrr,70.2892184,2021-03-11
213,362,hrr,58.9038003,2021-03-11
214,363,hrr,123.8683424,2021-03-11
273,445,hrr,82.0731258,2021-03-11
14,113,hrr,435.5445755,2021-03-12
152,285,hrr,506.7100481,2021-03-12
159,296,hrr,1.7122764,2021-03-12
161,299,hrr,0.4688806,2021-03-12
162,300,hrr,0.5049779,2021-03-12
192,335,hrr,79.2730637,2021-03-12
201,346,hrr,411.9986189,2021-03-12
202,347,hrr,62.6072874,2021-03-12
203,350,hrr,125.7901553,2021-03-12
204,351,hrr,74.7116288,2021-03-12
205,352,hrr,329.1870689,2021-03-12
206,354,hrr,28.0061537,2021-03-12
207,355,hrr,199.4950665,2021-03-12
208,356,hrr,1027.6542151,2021-03-12
209,357,hrr,613.4054964,2021-03-12
210,358,hrr,238.411137,2021-03-12
211,359,hrr,13.7641829,2021-03-12
212,360,hrr,57.711156,2021-03-12
213,362,hrr,54.9572617,2021-03-12
214,363,hrr,140.0830798,2021-03-12
273,445,hrr,56.9577174,2021-03-12
14,113,hrr,476.1898659,2021-03-13
152,285,hrr,738.0625254,2021-03-13
159,296,hrr,222.3258445,2021-03-13
161,299,hrr,652.8063417,2021-03-13
162,300,hrr,90.6948493,2021-03-13
192,335,hrr,69.169301,2021-03-13
201,346,hrr,382.9752881,2021-03-13
202,347,hrr,58.0732509,2021-03-13
203,350,hrr,165.4716826,2021-03-13
204,351,hrr,122.30785,2021-03-13
205,352,hrr,177.4908888,2021-03-13
206,354,hrr,50.731905,2021-03-13
207,355,hrr,158.3113227,2021-03-13
208,356,hrr,872.1472054,2021-03-13
209,357,hrr,664.9065074,2021-03-13
210,358,hrr,143.437824,2021-03-13
211,359,hrr,43.7926601,2021-03-13
212,360,hrr,75.1409277,2021-03-13
213,362,hrr,67.8066468,2021-03-13
214,363,hrr,99.9303418,2021-03-13
273,445,hrr,58.3835157,2021-03-13
14,113,hrr,368.0110134,2021-03-14
152,285,hrr,413.5996589,2021-03-14
159,296,hrr,70.9378689,2021-03-14
161,299,hrr,315.2361587,2021-03-14
162,300,hrr,77.4448052,2021-03-14
192,335,hrr,55.8235858,2021-03-14
201,346,hrr,299.4199163,2021-03-14
202,347,hrr,26.7011037,2021-03-14
203,350,hrr,100.4238164,2021-03-14
204,351,hrr,63.0809196,2021-03-14
205,352,hrr,167.3320411,2021-03-14
206,354,hrr,8.7212961,2021-03-14
207,355,hrr,101.431359,2021-03-14
208,356,hrr,755.6245319,2021-03-14
209,357,hrr,312.6861118,2021-03-14
210,358,hrr,121.1277903,2021-03-14
211,359,hrr,20.2351933,2021-03-14
212,360,hrr,44.5398801,2021-03-14
213,362,hrr,51.3810676,2021-03-14
214,363,hrr,83.3574441,2021-03-14
273,445,hrr,73.1702008,2021-03-14
14,113,hrr,310.3249026,2021-03-15
152,285,hrr,326.4716089,2021-03-15
159,296,hrr,46.8516759,2021-03-15
161,299,hrr,285.2462211,2021-03-15
162,300,hrr,25.9835533,2021-03-15
192,335,hrr,62.9340866,2021-03-15
201,346,hrr,199.4436844,2021-03-15
202,347,hrr,27.0038296,2021-03-15
203,350,hrr,57.595932,2021-03-15
204,351,hrr,42.0718623,2021-03-15
205,352,hrr,80.2878415,2021-03-15
206,354,hrr,8.2232604,2021-03-15
207,355,hrr,107.710011,2021-03-15
208,356,hrr,579.9746991,2021-03-15
209,357,hrr,267.4705984,2021-03-15
210,358,hrr,81.9799981,2021-03-15
211,359,hrr,22.9154513,2021-03-15
212,360,hrr,25.6086951,2021-03-15
213,362,hrr,21.2078812,2021-03-15
214,363,hrr,53.9539927,2021-03-15
273,445,hrr,34.3066851,2021-03-15
14,113,hrr,329.8516193,2021-03-16
152,285,hrr,433.0666398,2021-03-16
159,296,hrr,60.5430978,2021-03-16
161,299,hrr,275.1372092,2021-03-16
162,300,hrr,27.5134834,2021-03-16
192,335,hrr,76.347597,2021-03-16
201,346,hrr,427.6378595,2021-03-16
202,347,hrr,64.707823,2021-03-16
203,350,hrr,158.9492692,2021-03-16
204,351,hrr,88.8899345,2021-03-16
205,352,hrr,248.3082559,2021-03-16
206,354,hrr,34.4375234,2021-03-16
207,355,hrr,171.4709798,2021-03-16
208,356,hrr,983.162247,2021-03-16
209,357,hrr,745.7570085,2021-03-16
210,358,hrr,183.1260008,2021-03-16
211,359,hrr,33.848575,2021-03-16
212,360,hrr,84.3731671,2021-03-16
213,362,hrr,45.8059756,2021-03-16
214,363,hrr,91.7710831,2021-03-16
273,445,hrr,64.946242,2021-03-16
14,113,hrr,395.6787341,2021-03-17
152,285,hrr,512.8886039,2021-03-17
159,296,hrr,105.072438,2021-03-17
161,299,hrr,267.365746,2021-03-17
162,300,hrr,50.0934077,2021-03-17
192,335,hrr,54.6532786,2021-03-17
201,346,hrr,396.214928,2021-03-17
202,347,hrr,58.1509851,2021-03-17
203,350,hrr,159.843468,2021-03-17
204,351,hrr,77.2190944,2021-03-17
205,352,hrr,270.6020553,2021-03-17
206,354,hrr,34.9082496,2021-03-17
207,355,hrr,179.3792933,2021-03-17
208,356,hrr,1251.5584355,2021-03-17
209,357,hrr,619.5747458,2021-03-17
210,358,hrr,164.0242197,2021-03-17
211,359,hrr,43.0929859,2021-03-17
212,360,hrr,106.2418274,2021-03-17
213,362,hrr,65.0955326,2021-03-17
214,363,hrr,146.9084071,2021-03-17
273,445,hrr,51.8643133,2021-03-17
14,113,hrr,380.3456648,2021-03-18
152,285,hrr,594.5728887,2021-03-18
159,296,hrr,100.8971647,2021-03-18
161,299,hrr,405.1860939,2021-03-18
162,300,hrr,52.2187404,2021-03-18
192,335,hrr,75.4213633,2021-03-18
201,346,hrr,421.5585946,2021-03-18
202,347,hrr,54.1665818,2021-03-18
203,350,hrr,211.4928939,2021-03-18
204,351,hrr,129.2844222,2021-03-18
205,352,hrr,202.9558469,2021-03-18
206,354,hrr,27.4086057,2021-03-18
207,355,hrr,186.2136683,2021-03-18
208,356,hrr,1086.7318719,2021-03-18
209,357,hrr,609.341895,2021-03-18
210,358,hrr,158.8791259,2021-03-18
211,359,hrr,46.4364909,2021-03-18
212,360,hrr,99.0726781,2021-03-18
213,362,hrr,58.2534356,2021-03-18
214,363,hrr,154.2684399,2021-03-18
273,445,hrr,84.9667191,2021-03-18
14,113,hrr,522.0451093,2021-03-19
152,285,hrr,545.3890337,2021-03-19
159,296,hrr,89.044305,2021-03-19
161,299,hrr,391.5249805,2021-03-19
162,300,hrr,39.6302834,2021-03-19
192,335,hrr,89.7156366,2021-03-19
201,346,hrr,551.9640976,2021-03-19
202,347,hrr,75.2736354,2021-03-19
203,350,hrr,189.0591749,2021-03-19
204,351,hrr,77.0951222,2021-03-19
205,352,hrr,217.636702,2021-03-19
206,354,hrr,29.8912551,2021-03-19
207,355,hrr,163.7003193,2021-03-19
208,356,hrr,1293.7254751,2021-03-19
209,357,hrr,741.5188948,2021-03-19
210,358,hrr,182.1399465,2021-03-19
211,359,hrr,37.9198615,2021-03-19
212,360,hrr,96.1380606,2021-03-19
213,362,hrr,44.682072,2021-03-19
214,363,hrr,112.4236101,2021-03-19
273,445,hrr,76.6373193,2021-03-19
14,113,hrr,487.0174983,2021-03-20
152,285,hrr,631.6015407,2021-03-20
159,296,hrr,110.3755435,2021-03-20
161,299,hrr,409.2083654,2021-03-20
162,300,hrr,67.2800298,2021-03-20
192,335,hrr,55.605959,2021-03-20
201,346,hrr,573.5206935,2021-03-20
202,347,hrr,62.4754774,2021-03-20
203,350,hrr,224.3510551,2021-03-20
204,351,hrr,95.8379494,2021-03-20
205,352,hrr,305.747258,2021-03-20
206,354,hrr,31.5301557,2021-03-20
207,355,hrr,196.8480235,2021-03-20
208,356,hrr,1448.937498,2021-03-20
209,357,hrr,646.6866303,2021-03-20
210,358,hrr,360.9666657,2021-03-20
211,359,hrr,60.7330811,2021-03-20
212,360,hrr,94.2336696,2021-03-20
213,362,hrr,91.2503169,2021-03-20
214,363,hrr,196.52332,2021-03-20
273,445,hrr,55.7078278,2021-03-20
14,113,hrr,356.1086645,2021-03-21
152,285,hrr,438.2617774,2021-03-21
159,296,hrr,90.7442237,2021-03-21
161,299,hrr,474.0697922,2021-03-21
162,300,hrr,50.7078293,2021-03-21
192,335,hrr,56.4342255,2021-03-21
201,346,hrr,305.2306555,2021-03-21
202,347,hrr,39.2886963,2021-03-21
203,350,hrr,112.6310468,2021-03-21
204,351,hrr,68.4689877,2021-03-21
205,352,hrr,137.033094,2021-03-21
206,354,hrr,14.6126465,2021-03-21
207,355,hrr,121.2830001,2021-03-21
208,356,hrr,932.8401154,2021-03-21
209,357,hrr,521.2100503,2021-03-21
210,358,hrr,118.9128041,2021-03-21
211,359,hrr,35.4208421,2021-03-21
212,360,hrr,53.5441693,2021-03-21
213,362,hrr,51.6988454,2021-03-21
214,363,hrr,72.992263,2021-03-21
273,445,hrr,66.2744434,2021-03-21
14,113,hrr,358.6993785,2021-03-22
152,285,hrr,390.2877214,2021-03-22
159,296,hrr,66.7756893,2021-03-22
161,299,hrr,255.4408896,2021-03-22
162,300,hrr,41.7357768,2021-03-22
192,335,hrr,52.1953799,2021-03-22
201,346,hrr,230.3171876,2021-03-22
202,347,hrr,24.0806047,2021-03-22
203,350,hrr,64.9913549,2021-03-22
204,351,hrr,41.7892694,2021-03-22
205,352,hrr,89.4127694,2021-03-22
206,354,hrr,7.2110966,2021-03-22
207,355,hrr,100.4705862,2021-03-22
208,356,hrr,637.367897,2021-03-22
209,357,hrr,339.1616597,2021-03-22
210,358,hrr,85.3090671,2021-03-22
211,359,hrr,24.0940817,2021-03-22
212,360,hrr,33.5363558,2021-03-22
213,362,hrr,43.4105954,2021-03-22
214,363,hrr,69.3226841,2021-03-22
273,445,hrr,52.024134,2021-03-22
14,113,hrr,309.5111766,2021-03-23
152,285,hrr,527.8620132,2021-03-23
159,296,hrr,71.9653305,2021-03-23
161,299,hrr,376.8496526,2021-03-23
162,300,hrr,61.7182315,2021-03-23
192,335,hrr,76.165177,2021-03-23
201,346,hrr,551.8042585,2021-03-23
202,347,hrr,66.6742603,2021-03-23
203,350,hrr,149.7087021,2021-03-23
204,351,hrr,93.3855253,2021-03-23
205,352,hrr,248.7685085,2021-03-23
206,354,hrr,44.5571811,2021-03-23
207,355,hrr,166.4097329,2021-03-23
208,356,hrr,1291.6266792,2021-03-23
209,357,hrr,797.7908442,2021-03-23
210,358,hrr,190.3710338,2021-03-23
211,359,hrr,40.3188203,2021-03-23
212,360,hrr,84.4066051,2021-03-23
213,362,hrr,41.4511745,2021-03-23
214,363,hrr,87.7433438,2021-03-23
273,445,hrr,66.2105754,2021-03-23
